"ntd_id","Agency","City","State","max_organization_type","max_reporter_type","report_year","max_uace_code","max_uza_name","max_primary_uza_population","max_agency_voms","sum_vehicle_operations","sum_vehicle_maintenance","sum_facility_maintenance","sum_general_administration","sum_reduced_reporter_expenses","Total","sum_separate_report_amount"
"50481","Columbiana County/Community Action Rural Transit System","Lisbon","OH","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"30","0","0","0","0","2479490","2479490","0"
"50482","City of Prairie du Chien","Prairie Du Chien","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","0","0","0","0","344930","344930","0"
"50483","Franklin County Senior Services , dba: Franklin County Public Transit","Brookville","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"7","0","0","0","0","454716","454716","0"
"50484","Fulton County Council on Aging , dba: Fulton County Public Transit","Rochester","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"8","0","0","0","0","471520","471520","0"
"50485","City of Marion , dba: Marion Transit System","Marion","IN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","0","0","0","0","1408159","1408159","0"
"50487","Sault Sainte Marie, City of","Sault Sainte Marie","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","0","0","0","0","508521","508521","0"
"50489","Paul Bunyan Transit","Bemidji","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"11","0","0","0","0","1572781","1572781","0"
"50490","City of Reedsburg","Reedsburg","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","0","0","0","0","373622","373622","0"
"50491","City of Medford","Medford","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","0","0","0","0","176768","176768","0"
"50492","Alma-Dial-A-Ride","Alma","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"15","0","0","0","0","1184961","1184961","0"
"50493","West Central Indiana Economic Development District","Terre Haute","IN","MPO, COG or Other Planning Agency","Rural Reporter","2022",,,,"6","0","0","0","0","324886","324886","0"
"50494","Dowagiac Dial-A--Ride","Dowagiac","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2","0","0","0","0","221211","221211","0"
"50495","Interurban Transit Authority","Douglas","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"7","0","0","0","0","1024047","1024047","0"
"50496","Shelby County","Shelbyville","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"29","0","0","0","0","1508225","1508225","0"
"50497","Shelby Public Transit","Sidney","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"11","0","0","0","0","790679","790679","0"
"50499","Paul Philippe Resource Center  , dba: Clinton County Transit","Frankfort","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"7","0","0","0","0","536189","536189","0"
"50500","City of Rhinelander","Rhinelander","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","0","0","0","0","671975","671975","0"
"50501","City of Seymour, dba: Seymour Public Transit","Seymour","IN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","0","0","0","0","375441","375441","0"
"50502","City of Galesburg","Galesburg","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","0","0","0","0","2127334","2127334","0"
"50503","Crawford County Transportation Authority","Grayling","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"17","0","0","0","0","1787670","1787670","0"
"50504","Productive Alternatives","Fergus Falls","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"18","0","0","0","0","2238081","2238081","0"
"50505","City of Merrill","Merrill","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","0","0","0","0","415333","415333","0"
"50506","City of Berlin","Berlin","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","0","0","0","0","300399","300399","0"
"50507","Sawyer County/LCO Transit Commission, dba: Namekagon Transit","Hayward","WI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"14","0","0","0","0","2079016","2079016","0"
"50510","Three Rivers Community Action, Inc.","Zumbrota","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"21","0","0","0","0","4115651","4115651","0"
"50511","ALTRAN Transit Authority","Munising","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"15","0","0","0","0","1116672","1116672","0"
"50513","City of Mauston","Mauston","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2","0","0","0","0","237749","237749","0"
"50514","Ionia Dial-A-Ride","Ionia","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","0","0","0","0","724404","724404","0"
"50515","University of Minnesota Transit","Minneapolis","MN","University","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","22","4216792","1237248","400639","431401","0","6286080","0"
"50516","City of Plymouth","Minneapolis","MN","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","17","2164726","1020258","171092","882222","0","4238298","0"
"50517","City of Maple Grove","Maple Grove","MN","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","9","820630","24700","29383","941542","0","1816255","1562282"
"50518","SouthWest Transit","Eden Prairie","MN","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","42","5690180","1699249","1120300","2901327","0","11411056","0"
"50519","Minnesota Valley Transit Authority","Burnsville","MN","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","91","9187208","2086956","3955599","17104112","0","32333875","0"
"50520","Arrowhead Economic Opportunity Agency, Inc.","Virginia","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"106","0","0","0","0","10975837","10975837","0"
"50521","Chicago Water Taxi (Wendella)","Chicago","IL","Private-For-Profit Corporation","Full Reporter","2022","16264","Chicago, IL--IN","8671746","2","17128","5581","317","188270","0","211296","0"
"50522","Lake Erie Transportation Commission, dba: Lake Erie Transit",,"MI","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","58357","Monroe, MI","57260","21","2852735","1091451","307054","814500","0","5065740","0"
"50523","Sault Ste. Marie Tribe of Chippewa Indians","Sault Sainte Marie","MI","Tribe","Reduced Reporter","2022","00026","Michigan Non-UZA","3418966","3","0","0","0","0","109564","109564","0"
"50524","YWCA Madison Inc.","Madison","WI","Private-Non-Profit Corporation","Reduced Reporter","2022","53200","Madison, WI","450305","7","0","0","0","0","795836","795836","0"
"50525","Hamilton County","Noblesville","IN","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","41212","Indianapolis, IN","1699881","15","0","0","0","0","986013","986013","0"
"55222","Grand Portage Reservation Tribal Council","Grand Portage","MN","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","16","0","0","0","0","74760","74760","0"
"55228","Menominee Indian Tribe of Wisconsin","Keshena","WI","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","31","0","0","0","0","4408983","4408983","0"
"55234","Red Lake Band of the Chippewa","Redlake","MN","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","8","0","0","0","0","790508","790508","0"
"55240","Lac Courte Oreilles Band of Ojibwe","Hayward","WI","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","2","0","0","0","0","134249","134249","0"
"55246","Fond du Lac Reservation","Carlton","MN","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","6","0","0","0","0","650463","650463","0"
"55252","Bois Forte Reservation Tribal Council","Orr","MN","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","11","0","0","0","0","1114024","1114024","0"
"55258","Leech Lake Band of Ojibwe","Cass Lake","MN","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","14","0","0","0","0","1151322","1151322","0"
"55270","White Earth Band of Chippewa","Ogema","MN","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","10","0","0","0","0","1381594","1381594","0"
"55276","Oneida Tribe of Indians of Wisconsin","Green Bay","WI","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","9","0","0","0","0","1478732","1478732","0"
"55282","Bad River Band of Lake Superior Tribe of Chippewa, dba: Bad River Transit","Odanah","WI","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","2","0","0","0","0","492560","492560","0"
"55300","Lac du Flambeau Band of Lake Superior Chippewa Indians","Lac Du Flambeau","WI","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","5","0","0","0","0","614373","614373","0"
"55307","Sangamon County","Springfield","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","0","0","0","0","679786","679786","0"
"55308","City of Stoughton","Stoughton","WI","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","53200","Madison, WI","450305","6","0","0","0","0","313271","313271","0"
"55310","Kankakee-Iroquois Regional Planning Commission","Monon","IN","MPO, COG or Other Planning Agency","Rural Reporter","2022",,,,"18","0","0","0","0","1069928","1069928","0"
"55311","City of Cincinnati, dba: Cincinnati Bell Connector","Cincinnati","OH","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","16885","Cincinnati, OH--KY","1686744","4","1812567","694860","92333","737927","0","3337687","0"
"55312","City of Milwaukee","Milwaukee","WI","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","57466","Milwaukee, WI","1306795","3","1447610","1667750","333002","1359164","0","4807526","0"
"55313","Marshall County","Lacon","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","0","0","0","0","287622","287622","0"
"55314","Central Community Transit","Willmar","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"28","0","0","0","0","3106205","3106205","0"
"55315","Douglas County (Illinois), dba: Coles County Council on Aging","Charleston","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","0","0","0","0","239885","239885","0"
"55316","Jersey County","Jerseyville","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"15","0","0","0","0","829716","829716","0"
"55318","County of Walworth","Elkhorn","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"17","0","0","0","0","920961","920961","0"
"55319","Oneida-Vilas Transit Commission, dba: Northwoods Transit Connections","Rhinelander","WI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"8","0","0","0","0","576295","576295","0"
